Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,EFF
193,Delon Wright,32,NYK,PG,6,0,8.0,0.3,1.5,22.2,0.2,1.0,16.7,0.2,0.5,33.300000000000004,27.800000000000004,0.3,0.3,10.0,0.2,0.2,0.3,0.8,0.5,0.2,0.2,0.0,1.2,,1.6
194,Pacome Dadiet,19,NYK,SG,2,0,2.0,0.5,0.5,10.0,0.0,0.0,,0.5,0.5,10.0,100000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0
195,JD Davison,22,BOS,PG,4,0,3.3,0.3,2.0,12.5,0.3,0.5,50.0,0.0,1.5,0.0,18.8,0.3,0.5,50.0,0.3,0.5,0.8,0.8,0.0,0.0,0.3,0.0,1.0,,0.3999999999999999
196,Jeff Green,38,HOU,PF,3,0,1.7,0.3,1.0,33.300000000000004,0.3,0.3,10.0,0.0,0.7,0.0,50.0,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,,0.6000000000000001
197,Keshad Johnson,23,MIA,SF,2,0,4.0,0.5,0.5,10.0,0.0,0.0,,0.5,0.5,10.0,100000.0,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,,0.5
198,Tyler Kolek,23,NYK,PG,3,0,2.0,0.3,0.3,10.0,0.3,0.3,10.0,0.0,0.0,,150000.0,0.0,0.0,,0.0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,1.0,,2.3
199,Josh Minott,22,MIN,SF,5,0,4.6,0.4,1.6,25.0,0.2,1.2,16.7,0.2,0.4,50.0,31.3,0.0,0.0,,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.2,1.0,,-0.2000000000000004
200,Chuma Okeke,26,CLE,PF,3,0,4.3,0.3,1.3,25.0,0.3,1.3,25.0,0.0,0.0,,37.5,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,1.0,,0.6000000000000001
201,DeAndre Jordan,36,DEN,C,7,0,5.1,0.4,0.4,10.0,0.0,0.0,,0.4,0.4,10.0,100000.0,0.0,0.6,0.0,0.1,1.1,1.3,0.3,0.0,0.1,0.3,1.3,0.9,,0.3999999999999999
202,Jordan Goodwin,26,LAL,PG,4,0,7.8,0.3,1.3,20.0,0.0,0.5,0.0,0.3,0.8,33.300000000000004,20.0,0.3,0.5,50.0,0.5,0.8,1.3,0.5,0.3,0.3,0.3,1.8,0.8,,-0.10000000000000053
203,Ben Simmons,28,LAC,PG,5,0,8.4,0.4,1.2,33.300000000000004,0.0,0.0,,0.4,1.2,33.300000000000004,33.300000000000004,0.0,0.0,,0.6,0.8,1.4,0.8,0.2,0.8,0.4,2.2,0.8,,0.6000000000000001
204,Goga Bitadze,25,ORL,C,3,0,3.7,0.3,0.3,10.0,0.0,0.0,,0.3,0.3,10.0,100000.0,0.0,0.0,,0.0,1.0,1.0,0.3,0.0,0.3,0.0,2.0,0.7,,0.2999999999999998
205,Braxton Key,27,GSW,SF,5,0,4.6,0.2,1.6,12.5,0.0,0.2,0.0,0.2,1.4,14.3,12.5,0.0,0.0,,1.0,0.8,1.8,0.2,0.4,0.4,0.6,0.8,0.4,,0.40000000000000036
206,Johnny Furphy,20,IND,SG,11,0,3.2,0.1,0.4,25.0,0.0,0.2,0.0,0.1,0.2,50.0,25.0,0.0,0.1,0.0,0.1,0.5,0.5,0.1,0.0,0.1,0.1,0.5,0.2,,-0.10000000000000009
207,Kyle Anderson,31,MIA,SF,2,0,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,,-1.0
208,Vlatko Čančar,27,DEN,PF,3,0,3.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.7,0.0,0.0,,0.0
209,Tristan Da Silva,23,ORL,SF,2,0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,,1.0
210,Andre Jackson Jr.,23,MIL,SG,2,0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.5
211,Bronny James,20,LAL,SG,2,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0
212,Alex Len,31,LAL,C,2,0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5
213,Chris Livingston,21,MIL,SF,2,0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
214,Shake Milton,28,LAL,SG,2,0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,-1.0
215,Reed Sheppard,20,HOU,PG,3,0,3.3,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.3,0.3,0.3,0.0,,0.30000000000000004
216,P.J. Tucker,39,NYK,SF,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,-1.0
217,Jordan Walsh,20,BOS,PF,5,0,3.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,,0.2
218,Cam Whitmore,20,HOU,SF,3,0,1.7,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,-0.39999999999999997
219,Jeenathan Williams,25,HOU,SG,3,0,1.7,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,,-0.8999999999999999
