Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,EFF
258,Brandon Williams,25,DAL,PG,33,3,14.8,3.0,5.7,52.1,0.7,1.8,40.0,2.2,3.9,57.8,58.5,1.7,2.0,83.3,0.4,1.4,1.8,2.3,0.7,0.2,1.2,1.0,8.3,,8.100000000000001
259,Mike Conley,37,MIN,PG,71,64,24.7,2.6,6.6,40.0,1.8,4.4,41.0,0.8,2.2,38.0,53.5,1.1,1.3,90.0,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,8.2,,9.7
260,Taurean Prince,30,MIL,SF,80,73,27.1,2.9,6.4,45.7,1.8,4.2,43.9,1.1,2.2,49.2,60.0,0.5,0.6,81.3,0.4,3.2,3.6,1.9,1.0,0.2,1.0,2.1,8.2,,8.2
261,Jalen Smith,24,CHI,C,64,2,15.0,3.0,6.4,46.6,1.1,3.5,32.4,1.8,2.9,63.4,55.400000000000006,1.1,1.4,80.9,1.4,4.2,5.6,1.0,0.3,0.7,0.6,1.5,8.2,,10.0
262,Quinten Post,24,GSW,PF,42,14,16.3,2.9,6.5,44.9,1.7,4.3,40.8,1.2,2.3,52.6,58.2,0.5,0.6,77.8,0.8,2.7,3.5,1.3,0.4,0.4,0.8,2.0,8.1,,7.200000000000001
263,Peyton Watson,22,DEN,SF,68,18,24.4,3.0,6.3,47.7,0.7,2.0,35.3,2.3,4.3,53.400000000000006,53.3,1.4,2.0,69.3,0.7,2.7,3.4,1.4,0.7,1.4,0.8,1.8,8.1,,8.5
264,Davion Mitchell,26,2TM,PG,74,37,27.4,3.0,6.4,46.8,1.1,2.9,39.8,1.9,3.6,52.5,55.7,0.8,1.1,69.0,0.5,1.8,2.3,4.9,1.0,0.2,1.7,2.5,7.9,,8.4
264,Davion Mitchell,26,TOR,PG,44,22,24.5,2.4,5.5,43.4,1.0,2.7,35.9,1.5,2.9,50.4,52.0,0.6,0.8,67.60000000000001,0.4,1.6,1.9,4.6,0.7,0.2,1.8,2.6,6.3,,5.999999999999997
264,Davion Mitchell,26,MIA,PG,30,15,31.6,3.9,7.7,50.4,1.4,3.1,44.7,2.5,4.6,54.3,59.5,1.1,1.6,70.19999999999999,0.6,2.1,2.7,5.3,1.4,0.3,1.7,2.3,10.3,,11.7
265,Caleb Martin,29,2TM,SF,45,24,27.1,2.9,6.8,42.4,0.8,2.3,35.9,2.0,4.5,45.8,48.5,1.4,2.2,62.2,1.2,2.8,3.9,2.1,1.0,0.5,1.2,1.9,7.9,,7.6
265,Caleb Martin,29,PHI,SF,31,24,30.4,3.3,7.5,43.5,1.1,2.8,37.9,2.2,4.7,46.9,50.6,1.5,2.4,62.2,1.4,3.0,4.4,2.2,1.1,0.6,1.4,2.0,9.1,,8.900000000000002
265,Caleb Martin,29,DAL,SF,14,0,19.6,2.0,5.1,38.9,0.3,1.1,25.0,1.7,4.0,42.9,41.7,1.1,1.7,62.5,0.7,2.2,2.9,1.9,0.9,0.2,0.9,1.7,5.4,,5.000000000000002
266,Tyson Etienne,25,BRK,PG,7,0,21.6,2.4,7.4,32.7,1.9,6.3,29.5,0.6,1.1,50.0,45.2,1.1,1.4,80.0,0.4,0.9,1.3,1.7,0.4,0.1,1.1,2.4,7.9,,2.5999999999999996
267,Day'Ron Sharpe,23,BRK,C,50,2,18.1,3.3,6.3,52.1,0.2,0.9,24.4,3.1,5.4,56.6,53.8,1.1,1.5,75.7,3.0,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,,10.900000000000002
268,KJ Simpson,22,CHO,PG,36,15,23.4,2.9,8.4,34.599999999999994,0.9,3.6,25.4,2.0,4.8,41.5,40.0,1.1,1.4,82.0,1.1,1.9,3.0,3.1,0.9,0.2,1.6,1.6,7.8,,6.0
269,Terance Mann,28,2TM,SG,67,13,21.1,3.1,6.2,49.6,0.9,2.4,36.8,2.2,3.7,57.99999999999999,56.89999999999999,0.7,1.0,69.1,1.0,2.0,3.0,1.8,0.7,0.2,0.7,1.9,7.7,,7.3999999999999995
269,Terance Mann,28,LAC,SG,37,12,19.8,2.4,5.3,44.6,0.7,2.0,34.7,1.6,3.2,50.8,51.3,0.6,0.9,71.89999999999999,0.9,2.0,2.9,1.6,0.8,0.3,0.7,1.8,6.0,,5.900000000000001
269,Terance Mann,28,ATL,SG,30,1,22.7,3.9,7.3,54.1,1.1,2.9,38.6,2.8,4.3,64.60000000000001,61.9,0.8,1.2,66.7,1.2,1.9,3.1,2.1,0.6,0.1,0.7,2.0,9.8,,9.2
270,Karlo Matković,23,NOP,PF,42,7,18.8,3.2,5.6,57.4,0.5,1.6,31.8,2.7,4.0,67.5,61.9,0.8,1.0,77.3,1.5,3.5,5.0,1.1,0.5,1.0,1.0,2.5,7.7,,9.2
271,AJ Johnson,20,2TM,SG,29,11,22.0,2.8,7.3,38.5,0.8,3.1,26.700000000000003,2.0,4.2,47.2,44.1,1.1,1.3,86.5,0.3,1.8,2.0,2.6,0.4,0.1,1.2,1.7,7.6,,5.099999999999999
271,AJ Johnson,20,MIL,SG,7,0,6.3,1.1,2.7,42.1,0.4,0.7,60.0,0.7,2.0,35.7,50.0,0.1,0.3,50.0,0.0,1.0,1.0,1.0,0.1,0.0,0.6,0.0,2.9,,2.5999999999999996
271,AJ Johnson,20,WAS,SG,22,11,27.0,3.4,8.8,38.1,1.0,3.9,24.7,2.4,5.0,48.6,43.6,1.4,1.6,88.6,0.4,2.0,2.4,3.1,0.5,0.1,1.4,2.3,9.1,,5.899999999999999
272,Lonzo Ball,27,CHI,PG,35,14,22.2,2.5,6.9,36.6,1.9,5.6,34.4,0.6,1.4,45.8,50.4,0.6,0.8,81.5,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,,8.700000000000001
273,Oscar Tshiebwe,25,UTA,C,14,1,18.2,3.0,5.0,60.0,0.0,0.0,,3.0,5.0,60.0,60.0,1.6,2.2,74.2,3.3,5.4,8.7,0.6,0.9,0.1,0.7,1.7,7.6,,12.899999999999999
274,Garrison Mathews,28,ATL,SG,47,2,17.7,2.2,5.5,39.7,1.8,4.6,39.0,0.4,0.8,43.6,56.2,1.4,1.7,82.1,0.3,1.6,1.9,1.3,0.6,0.3,0.7,1.7,7.5,,5.600000000000002
275,Matisse Thybulle,27,POR,SG,15,5,20.8,2.8,5.9,47.7,1.4,3.2,43.8,1.4,2.7,52.5,59.7,0.5,1.0,46.7,0.9,2.5,3.5,1.9,2.2,0.6,0.9,0.9,7.5,,10.3
276,A.J. Green,25,MIL,SG,73,7,22.7,2.5,5.8,42.9,2.1,5.0,42.7,0.4,0.8,44.3,61.2,0.3,0.4,81.5,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4,,5.800000000000001
277,Josh Green,24,CHO,SG,68,67,27.8,2.6,6.2,42.8,1.4,3.6,39.1,1.2,2.5,48.0,54.3,0.7,1.1,68.10000000000001,0.8,1.7,2.5,1.6,1.1,0.2,1.0,2.4,7.4,,5.399999999999999
278,Richaun Holmes,31,WAS,PF,31,7,17.2,2.9,4.5,64.7,0.0,0.1,0.0,2.9,4.4,66.2,64.7,1.6,1.9,83.3,2.0,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4,,11.300000000000002
279,Damion Baugh,24,CHO,SG,15,2,24.7,2.8,8.7,32.300000000000004,0.8,3.7,21.4,2.0,4.9,40.5,36.9,0.9,1.0,86.7,0.9,2.4,3.3,3.7,1.0,0.1,2.1,1.5,7.3,,5.800000000000001
280,Alec Burks,33,MIA,SG,49,14,17.6,2.3,5.5,42.4,1.8,4.2,42.5,0.6,1.3,42.2,58.7,0.8,1.0,77.60000000000001,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3,,6.8
281,Ricky Council IV,23,PHI,SF,73,12,17.1,2.4,6.3,38.2,0.8,2.9,25.8,1.7,3.4,48.8,44.2,1.7,2.1,80.4,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3,,6.199999999999999
282,Andre Drummond,31,PHI,C,40,23,18.8,2.9,5.9,50.0,0.1,0.5,15.0,2.9,5.4,53.3,50.6,1.4,2.3,62.2,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,,9.799999999999999
283,Tre Jones,25,2TM,PG,46,9,19.7,2.8,5.2,53.8,0.4,1.0,39.6,2.4,4.1,57.4,57.8,1.2,1.5,82.1,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2,,10.2
283,Tre Jones,25,SAS,PG,28,0,16.1,1.6,3.3,48.4,0.3,0.9,30.8,1.3,2.4,55.2,52.7,0.9,1.2,75.8,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4,,6.999999999999998
283,Tre Jones,25,CHI,PG,18,9,25.3,4.6,8.1,57.2,0.6,1.2,50.0,4.0,6.8,58.5,61.0,1.7,1.9,88.2,0.9,2.3,3.2,4.9,1.1,0.3,0.8,1.2,11.5,,15.300000000000004
284,Goga Bitadze,25,ORL,C,70,42,20.4,3.0,4.8,61.1,0.0,0.4,10.7,2.9,4.4,65.60000000000001,61.5,1.2,1.9,63.9,2.4,4.2,6.6,2.0,0.7,1.4,1.0,2.1,7.2,,12.299999999999997
285,Tristan Da Silva,23,ORL,SF,74,38,22.0,2.7,6.5,41.2,1.1,3.2,33.5,1.6,3.3,48.8,49.5,0.7,0.9,87.3,1.0,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2,,6.499999999999999
286,GG Jackson II,20,MEM,PF,29,3,15.8,2.6,6.9,37.2,1.1,3.3,33.7,1.4,3.6,40.400000000000006,45.2,1.0,1.4,72.5,0.9,2.2,3.2,1.0,0.4,0.2,1.1,1.0,7.2,,5.199999999999999
287,Vit Krejci,24,ATL,PG,57,16,20.2,2.5,5.1,49.7,1.6,3.6,43.7,1.0,1.5,64.0,65.10000000000001,0.6,0.8,71.1,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2,,8.1
288,Sam Merrill,28,CLE,SG,71,4,19.7,2.4,6.0,40.6,1.9,5.2,37.2,0.5,0.8,62.5,56.7,0.4,0.4,96.6,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,,5.999999999999998
289,Daeqwon Plowden,26,ATL,SG,6,0,12.0,2.7,4.2,64.0,1.5,2.8,52.900000000000006,1.2,1.3,87.5,82.0,0.3,0.3,10.0,0.7,1.2,1.8,0.3,0.0,0.0,0.7,1.7,7.2,,5.4
290,Nae'Qwan Tomlin,24,CLE,PF,5,1,12.6,2.6,6.4,40.6,0.4,2.0,20.0,2.2,4.4,50.0,43.8,1.6,2.2,72.7,1.8,2.4,4.2,0.4,0.0,0.2,0.4,1.8,7.2,,5.4
291,Josh Okogie,26,2TM,SG,40,7,15.6,2.4,5.3,44.3,0.8,2.3,34.8,1.6,3.0,51.7,51.9,1.6,2.1,74.1,1.1,1.7,2.8,0.8,1.2,0.5,0.8,1.2,7.1,,6.999999999999998
291,Josh Okogie,26,PHO,SG,25,1,14.0,2.2,4.6,49.1,0.6,1.7,38.1,1.6,2.9,55.60000000000001,56.10000000000001,0.9,1.3,68.8,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6.0,,6.200000000000001
291,Josh Okogie,26,CHO,SG,15,6,18.3,2.5,6.5,38.8,1.1,3.3,32.0,1.5,3.2,45.8,46.9,2.7,3.5,77.4,0.9,1.9,2.7,1.3,1.8,0.5,1.0,1.3,8.9,,8.100000000000003
292,Jalen Hood-Schifino,21,2TM,SG,15,0,21.0,2.5,6.5,37.8,0.9,3.1,30.4,1.5,3.5,44.2,44.9,1.2,1.4,85.7,0.2,1.6,1.8,2.5,0.3,0.5,1.2,1.7,7.1,,5.1000000000000005
292,Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,10.0,0.0,0.0,,0.5,0.5,10.0,100000.0,1.0,1.0,10.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,1.5
292,Jalen Hood-Schifino,21,PHI,SG,13,0,23.2,2.8,7.5,37.1,1.1,3.5,30.4,1.7,3.9,43.1,44.3,1.2,1.5,84.2,0.2,1.8,2.0,2.8,0.4,0.5,1.3,1.7,7.8,,5.500000000000002
293,Jamison Battle,23,TOR,SF,59,10,17.7,2.5,5.9,42.9,1.8,4.4,40.5,0.7,1.5,50.0,58.1,0.3,0.3,88.9,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,,5.700000000000001
294,Alex Caruso,30,OKC,SG,54,3,19.3,2.6,5.8,44.6,1.1,3.1,35.3,1.5,2.7,55.60000000000001,54.1,0.8,0.9,82.39999999999999,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,6MOY-8,8.8
295,Jamal Shead,22,TOR,PG,75,11,19.6,2.7,6.7,40.5,1.0,3.0,32.300000000000004,1.8,3.7,47.0,47.6,0.7,0.9,76.8,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,,5.800000000000001
296,Jeff Dowtin Jr.,27,PHI,PG,41,3,15.1,2.7,5.6,48.7,0.7,1.7,40.0,2.0,3.9,52.5,54.8,0.8,1.1,73.3,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7.0,,7.000000000000001
297,Marcus Garrett,26,CHO,SG,4,0,19.8,2.8,6.8,40.7,0.8,2.0,37.5,2.0,4.8,42.1,46.3,0.8,1.0,75.0,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7.0,,4.900000000000002
298,Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,60.9,0.0,0.0,,2.8,4.6,60.9,60.9,1.4,2.8,50.0,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,,8.799999999999999
299,Jaylen Sims,26,CHO,SG,6,0,18.7,2.0,4.7,42.9,1.0,2.5,40.0,1.0,2.2,46.2,53.6,2.0,2.5,80.0,0.5,0.5,1.0,2.0,0.5,0.2,1.3,1.7,7.0,,4.499999999999999
300,Orlando Robinson,24,2TM,C,44,8,17.5,2.6,5.9,44.4,0.4,1.2,32.7,2.3,4.8,47.4,47.7,1.2,1.6,77.10000000000001,2.0,3.0,5.0,1.8,0.4,0.4,1.1,2.3,6.9,,7.400000000000001
300,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,41.2,0.1,0.6,20.0,0.7,1.3,50.0,44.1,0.4,0.8,57.1,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,,2.4999999999999996
300,Orlando Robinson,24,TOR,C,35,8,20.4,3.1,7.0,44.7,0.5,1.3,34.0,2.7,5.6,47.2,48.0,1.4,1.8,79.4,2.5,3.4,5.9,1.9,0.4,0.4,1.3,2.7,8.1,,8.399999999999999
301,Jake LaRavia,23,2TM,PF,66,0,20.4,2.4,5.1,47.5,0.9,2.2,42.3,1.5,3.0,51.3,56.39999999999999,1.2,1.7,67.80000000000001,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2.0,6.9,,7.900000000000002
301,Jake LaRavia,23,MEM,PF,47,0,20.9,2.5,5.1,49.0,0.9,1.9,44.4,1.7,3.2,51.7,57.3,1.4,2.0,69.8,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2.0,7.3,,9.100000000000001
301,Jake LaRavia,23,SAC,PF,19,0,19.3,2.2,5.1,43.8,1.1,2.7,38.5,1.2,2.3,50.0,54.2,0.6,1.0,57.9,1.2,1.6,2.8,1.3,0.9,0.2,0.9,2.1,6.1,,4.999999999999999
302,Ryan Dunn,22,PHO,SF,74,44,19.1,2.8,6.4,43.0,1.1,3.6,31.1,1.7,2.9,57.7,51.6,0.3,0.5,48.7,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9,,5.8999999999999995
303,Jay Huff,26,MEM,C,64,2,11.7,2.5,4.8,51.5,1.3,3.1,40.5,1.2,1.6,72.39999999999999,64.8,0.7,0.9,78.60000000000001,0.5,1.5,2.0,0.6,0.3,0.9,0.5,1.2,6.9,,6.500000000000001
304,Cameron Payne,30,NYK,PG,72,5,15.1,2.5,6.2,40.1,1.3,3.6,36.3,1.2,2.6,45.3,50.6,0.7,0.8,90.7,0.2,1.3,1.4,2.8,0.5,0.2,0.7,1.5,6.9,,5.800000000000001
305,Antonio Reeves,24,NOP,SG,44,6,15.0,2.6,5.6,45.6,1.2,2.9,39.5,1.4,2.7,52.1,55.8,0.6,0.8,80.0,0.4,1.0,1.4,0.9,0.5,0.1,0.7,0.9,6.9,,5.000000000000001
306,Cody Martin,29,2TM,SF,53,8,22.1,2.6,6.1,41.8,0.8,2.8,28.5,1.8,3.3,53.400000000000006,48.5,0.8,1.2,70.5,1.0,3.2,4.2,2.0,1.1,0.6,1.0,1.8,6.8,,8.0
306,Cody Martin,29,CHO,SF,39,8,24.8,3.0,6.9,43.3,1.0,3.2,32.300000000000004,1.9,3.7,52.8,50.7,0.9,1.3,69.39999999999999,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,,9.200000000000001
306,Cody Martin,29,PHO,SF,14,0,14.7,1.4,4.1,35.099999999999994,0.2,1.9,11.1,1.2,2.1,56.7,37.7,0.6,0.9,75.0,0.9,2.5,3.4,1.1,0.9,0.4,0.6,1.6,3.7,,4.3
307,Bol Bol,25,PHO,PF,36,10,12.4,2.7,5.1,52.5,0.9,2.6,34.4,1.8,2.5,71.1,61.2,0.6,0.7,76.9,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8,,7.6
308,Eric Gordon,36,PHI,SG,39,13,19.7,2.2,5.2,42.6,1.4,3.5,40.9,0.8,1.7,46.3,56.39999999999999,0.9,1.2,75.0,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,,5.8999999999999995
309,Jaxson Hayes,24,LAL,C,56,35,19.5,2.9,4.0,72.2,0.0,0.1,0.0,2.9,3.9,73.2,72.2,1.1,1.8,62.2,1.4,3.4,4.8,1.0,0.6,0.9,0.8,2.4,6.8,,9.099999999999998
310,Marcus Bagley,23,PHI,SF,10,4,25.3,2.7,6.9,39.1,0.5,3.2,15.6,2.2,3.7,59.5,42.8,0.8,1.0,80.0,2.3,4.7,7.0,1.0,0.9,1.2,0.7,1.6,6.7,,10.100000000000001
311,DaQuan Jeffries,27,CHO,SG,47,20,22.8,2.5,6.2,40.5,1.2,3.5,33.5,1.3,2.7,49.6,50.0,0.5,0.6,80.0,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,,5.199999999999999
312,Lester Quiñones,24,2TM,SG,13,0,14.1,2.4,6.0,39.7,1.0,3.4,29.5,1.4,2.6,52.900000000000006,48.1,0.8,1.0,84.6,0.3,1.2,1.5,1.8,0.2,0.2,1.1,1.4,6.6,,3.999999999999999
312,Lester Quiñones,24,PHI,SG,4,0,4.3,1.0,2.0,50.0,0.0,0.8,0.0,1.0,1.3,80.0,50.0,0.3,0.3,10.0,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,,1.5999999999999996
312,Lester Quiñones,24,NOP,SG,9,0,18.4,3.0,7.8,38.6,1.4,4.6,31.7,1.6,3.2,48.3,47.9,1.1,1.3,83.3,0.1,1.6,1.7,2.6,0.3,0.2,1.1,2.0,8.6,,5.299999999999999
313,Vasilije Micić,31,2TM,PG,41,16,19.1,2.3,6.7,34.8,1.1,3.0,36.0,1.2,3.6,33.800000000000004,43.0,0.8,1.0,82.89999999999999,0.5,1.7,2.2,3.1,0.4,0.0,1.9,1.1,6.6,,4.7
313,Vasilije Micić,31,CHO,PG,36,16,21.2,2.6,7.6,34.8,1.3,3.5,36.0,1.4,4.1,33.800000000000004,43.0,0.9,1.1,82.89999999999999,0.6,1.9,2.4,3.5,0.4,0.0,2.1,1.2,7.5,,5.300000000000001
313,Vasilije Micić,31,PHO,PG,5,0,4.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.0,0.6,0.2,0.0,,-0.19999999999999996
314,Precious Achiuwa,25,NYK,C,57,10,20.5,2.9,5.7,50.2,0.2,0.6,27.800000000000004,2.7,5.1,52.900000000000006,51.7,0.7,1.2,59.4,1.8,3.8,5.6,1.0,0.8,0.7,0.8,1.4,6.6,,9.2
315,Trayce Jackson-Davis,24,GSW,C,62,37,15.6,2.8,4.9,57.6,0.0,0.0,0.0,2.8,4.8,58.2,57.6,1.0,1.6,57.8,2.0,3.0,5.0,1.7,0.4,0.6,0.7,1.2,6.6,,9.7
316,Marcus Sasser,24,DET,PG,57,1,14.2,2.4,5.2,46.3,1.0,2.7,38.2,1.4,2.5,54.900000000000006,56.10000000000001,0.8,0.9,84.3,0.3,0.9,1.2,2.3,0.6,0.1,0.9,1.3,6.6,,5.699999999999999
317,Vince Williams Jr.,24,MEM,SG,27,5,18.5,2.5,6.2,40.1,1.0,3.5,27.4,1.5,2.7,56.89999999999999,47.9,0.7,0.9,79.2,0.8,2.8,3.6,2.0,0.4,0.3,1.2,1.7,6.6,,6.1000000000000005
318,Thomas Bryant,27,2TM,C,66,8,14.6,2.5,4.9,50.8,0.7,2.2,32.4,1.7,2.6,66.5,58.3,0.8,1.0,85.9,1.3,2.5,3.8,0.8,0.4,0.6,0.5,1.2,6.5,,7.800000000000001
318,Thomas Bryant,27,MIA,C,10,0,11.5,1.2,2.8,42.9,0.6,1.7,35.3,0.6,1.1,54.50000000000001,53.6,1.1,1.1,10.0,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,,5.999999999999999
318,Thomas Bryant,27,IND,C,56,8,15.1,2.7,5.2,51.5,0.8,2.3,32.1,1.9,2.9,67.30000000000001,58.7,0.8,0.9,83.0,1.4,2.5,3.9,0.9,0.5,0.6,0.5,1.2,6.9,,8.5
319,Donovan Clingan,20,POR,C,67,37,19.8,2.7,5.0,53.900000000000006,0.2,0.7,28.6,2.5,4.3,58.2,56.00000000000001,0.9,1.6,59.6,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5,,10.700000000000003
320,Seth Curry,34,CHO,SG,68,14,15.6,2.4,5.0,47.8,1.2,2.7,45.6,1.2,2.4,50.3,59.9,0.5,0.6,84.6,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,,5.5
321,Haywood Highsmith,28,MIA,SF,74,42,24.6,2.4,5.3,45.8,1.2,3.1,38.2,1.2,2.1,56.99999999999999,57.2,0.4,0.6,72.1,1.0,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5,,6.8
322,Talen Horton-Tucker,24,CHI,SG,58,0,12.5,2.3,5.0,45.7,0.7,2.1,33.6,1.6,2.9,54.400000000000006,52.7,1.2,1.7,73.5,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1.0,6.5,,5.299999999999999
323,Trey Lyles,29,SAC,PF,69,5,19.6,2.3,5.4,42.0,1.2,3.4,34.0,1.1,2.0,55.900000000000006,52.8,0.8,1.2,70.0,1.2,3.4,4.6,1.2,0.6,0.3,0.6,1.2,6.5,,7.899999999999999
324,Ajay Mitchell,22,OKC,SG,36,1,16.6,2.5,5.1,49.5,0.6,1.7,38.3,1.9,3.4,54.8,55.7,0.8,1.0,82.89999999999999,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.9,6.5,,5.5
325,Gary Payton II,32,GSW,SG,62,11,15.0,2.8,4.8,57.4,0.5,1.5,32.6,2.3,3.3,69.0,62.6,0.4,0.6,71.1,0.9,2.1,3.0,1.3,0.8,0.3,0.6,1.7,6.5,,7.400000000000002
326,Zach Collins,27,2TM,PF,64,12,15.3,2.4,4.7,50.7,0.5,1.7,30.2,1.9,3.1,61.7,56.00000000000001,1.1,1.2,88.5,1.6,2.9,4.5,1.7,0.5,0.5,0.9,2.1,6.4,,8.2
326,Zach Collins,27,SAS,C,36,4,11.8,1.7,3.7,46.2,0.4,1.3,30.4,1.3,2.4,54.7,51.5,0.9,1.0,88.6,1.1,1.8,2.8,1.4,0.4,0.4,0.6,1.9,4.6,,5.0
326,Zach Collins,27,CHI,PF,28,8,19.7,3.3,6.1,54.1,0.6,2.1,30.0,2.6,3.9,67.30000000000001,59.4,1.4,1.5,88.4,2.3,4.4,6.7,2.1,0.5,0.5,1.3,2.2,8.6,,12.000000000000002
327,Kris Dunn,30,LAC,PG,74,58,24.1,2.6,5.9,43.9,1.0,3.0,33.5,1.6,2.9,54.900000000000006,52.5,0.2,0.3,68.2,0.7,2.7,3.4,2.8,1.7,0.4,1.0,2.7,6.4,,7.600000000000001
328,Ron Holland,19,DET,SF,81,2,15.6,2.4,5.1,47.4,0.4,1.9,23.8,2.0,3.3,60.8,51.7,1.1,1.5,75.4,0.5,2.2,2.7,1.0,0.6,0.2,0.9,1.7,6.4,,5.200000000000001
329,KJ Martin,24,2TM,PF,43,16,21.2,2.6,4.7,55.2,0.3,1.3,25.9,2.2,3.3,67.10000000000001,59.0,0.9,1.1,78.7,0.7,2.2,2.9,1.1,0.4,0.5,0.6,2.3,6.4,,6.1000000000000005
329,KJ Martin,24,PHI,PF,24,7,20.0,2.5,4.1,61.6,0.3,0.9,38.1,2.2,3.3,67.9,65.7,1.0,1.2,82.8,0.9,2.1,3.0,0.8,0.5,0.7,0.5,2.6,6.4,,6.500000000000001
329,KJ Martin,24,UTA,SF,19,9,22.7,2.6,5.4,49.0,0.4,1.9,18.9,2.3,3.4,66.2,52.5,0.7,0.9,72.2,0.5,2.3,2.8,1.5,0.3,0.3,0.6,2.1,6.3,,5.500000000000001
330,Gabe Vincent,28,LAL,PG,72,11,21.2,2.3,5.8,40.0,1.5,4.3,35.3,0.8,1.5,53.2,53.0,0.2,0.3,71.39999999999999,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.4,,3.6999999999999984
331,Sandro Mamukelashvili,25,SAS,PF,61,0,11.2,2.3,4.6,50.2,1.0,2.6,37.3,1.3,2.0,67.5,60.9,0.7,1.0,74.1,1.0,2.0,3.1,0.8,0.4,0.3,0.4,1.0,6.3,,6.900000000000002
332,Jeremiah Robinson-Earl,24,NOP,PF,66,9,18.8,2.4,5.3,45.5,0.8,2.5,34.1,1.5,2.8,55.7,53.6,0.7,0.8,83.6,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,6.3,,8.1
333,Kenrich Williams,30,OKC,PF,69,7,16.4,2.5,5.1,48.3,1.0,2.5,38.6,1.5,2.7,57.4,57.6,0.4,0.6,71.8,0.9,2.6,3.5,1.4,0.6,0.1,0.6,1.6,6.3,,6.9
334,Bones Hyland,24,2TM,PG,24,0,10.0,2.0,4.9,39.8,1.3,3.4,39.0,0.6,1.5,41.7,53.400000000000006,1.0,1.1,88.5,0.2,0.8,1.0,1.3,0.8,0.2,1.0,1.2,6.2,,4.299999999999999
334,Bones Hyland,24,LAC,PG,20,0,11.1,2.3,5.8,39.1,1.6,4.0,38.8,0.7,1.8,40.0,52.6,1.2,1.3,88.5,0.3,1.0,1.2,1.4,0.9,0.2,1.2,1.3,7.2,,4.800000000000001
334,Bones Hyland,24,MIN,PG,4,0,4.3,0.5,0.8,66.7,0.3,0.5,50.0,0.3,0.3,10.0,83.3,0.0,0.0,,0.0,0.3,0.3,1.0,0.0,0.0,0.3,0.8,1.3,,1.2
335,Jonathan Mogbo,23,TOR,PF,63,18,20.4,2.5,5.7,43.8,0.3,1.1,24.3,2.2,4.5,48.6,46.2,1.0,1.3,73.2,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,,8.000000000000004
